GSSCode,AccomType2011,Ethnic2011,HouseholdComp2011,Soecono2011,Tenure2011,Income2011,Qualification2011,Depriavation2011,Umemploy2011,HousingPrice2011,ChangAccomType,ChangeEthnic,ChangeHousehold,ChangeSoecono,ChangeTenure,ChangeIncome,ChangeQualification,ChangeDepriavation,ChangeUmemploy,ChangeHousingPrice
E01001560,26.87,38.94,75.23,93.54,39.12,31500,21.8,32.24,10.34,230000,3.31,18.81,8.19,1.96,9.21,4.31,6.14,0.92,2.53,77.26
E01001562,14.1,43.23,42.58,86.42,28.68,26830,22.4,41.29,14.83,123750,-6.94,10.26,-5.53,8.66,-10.96,-0.88,-5.32,-0.75,3.31,123.98
E01001563,46.42,16.27,60.63,68.12,25.13,41300,40.9,19.18,5.5,203500,4.02,6.72,4.01,-0.97,1.49,2.79,3.74,4.32,1.08,22.41
E01001564,34.97,9.15,59.36,56.76,22.59,47800,48.4,13.11,4.79,370000,-2.77,3.52,0.49,-3.94,3.26,11.37,7.29,1.72,0.19,99.06
E01001565,45.7,19.41,67.74,67.26,31.74,41620,43.3,16.06,6.25,335000,0.63,11.24,5.42,-0.86,9.41,3.14,4.77,1.65,0.65,131.44
E01001566,30.38,11.76,58.44,62.2,23.57,44970,48.1,17.69,5.36,274000,2.94,4.34,6.62,-4.6,4.28,6.17,4.25,1.8,0.56,63.47
E01001567,31.94,8.09,62.24,60.44,18.44,48920,45.5,6.49,4.76,557000,3.63,3.39,4.52,-1.03,2.2,9.31,12.99,-2.01,1.55,100.36
E01001568,13.83,13.84,63.36,65.51,15.99,50130,38.6,8.73,4.91,625000,-0.3,4.75,8.13,-1.92,2.12,4.96,10.58,2.82,0.98,77.21
E01001569,56.7,12.37,64.75,56.73,29.79,45950,46,16.38,3,332000,1.16,4.7,3.52,-12.42,-0.59,12.8,11.22,-3.99,-2.7,126.81
E01001570,32.71,17.95,70.01,79.95,32.99,39940,32.6,17.96,6.33,380500,3.6,9.8,-2.56,-5.72,8.8,7.85,8.11,-4.01,0.34,120.9
E01001571,8.49,20.58,68.94,90.27,27,35220,25.9,27.23,7.14,188000,0.97,14.61,3.62,7.35,4.68,19,10.59,7.54,-0.29,108.02
E01001572,12.25,15.52,70.35,88.28,30.12,35630,29.7,23.98,7.55,177000,2.64,11.15,2.32,4.15,9.43,20.29,12.63,4.84,-0.42,91.48
E01001573,12.58,19.65,69.1,90.8,27.57,35120,25.2,22.84,7.16,189250,2.1,13.79,3.61,8.53,6.78,15.06,7.36,7.16,2.78,81.97
E01001574,9.85,15.86,52.48,88.67,14.78,30190,21.8,50.42,15.92,157000,-3.36,11.32,2.62,9.11,1.85,17.98,6.8,-18.67,0.96,120.74
E01001575,23.96,15.93,68.32,87.11,25.85,29660,21.7,45.53,12.9,161000,-1.25,9.05,-8.8,0.95,2.67,13.26,8.78,-12.62,3.37,83.87
E01001576,21.03,12.96,61.51,90.42,21.22,29920,19.1,50.58,14.74,162000,-0.63,8.04,0.38,4.89,4,17.81,7.05,-9.43,3.91,83.96
E01001577,23.72,15.65,61.47,92.36,28.06,29470,24.1,48.19,11.34,153500,4.33,11.25,-2.65,9.54,5.47,12.27,10.15,-7.87,-0.76,76.95
E01001578,26.1,18.03,63.75,92.68,42.86,31950,26.9,34.45,11.76,156000,7.71,13.38,-5.69,1.33,7.83,17.2,12.8,-3.11,2.8,72.38
E01001579,28.81,13.43,71.58,91.06,27.09,31260,22.2,34.7,11.25,173000,-0.88,8.91,-0.23,5.51,3.18,18.55,11.2,-5.74,1.49,98
E01001580,37.08,6.1,45.22,41.8,29.83,50110,66.9,18.32,3.34,442500,-2.24,1.02,1.31,-13.03,-6.66,20.67,8.3,10.69,-2.81,125.84
E01001581,43.17,7.78,51.58,58.99,42.37,43200,46.9,26.21,4.63,350000,2.75,2.53,-1.23,-9.01,3.89,12.18,6.05,5.67,-1.43,100.43
E01001582,39.79,8.39,64.9,65.12,38.66,44580,47.5,32.67,7.36,310000,1.97,2.95,-0.08,-6.95,5.87,17.95,9.65,8.53,0.92,71.27
E01001583,31.71,5.29,44.75,46.31,37.04,49080,61.3,19.91,3.22,280000,0.74,0.75,9.51,-11.88,0.75,19.01,5.6,11.35,-3.5,71.78
E01001584,50.12,4.78,51.61,38.09,31.89,51610,65.4,14.22,2.68,415000,4.35,1.15,-3.66,-14.39,-2.72,18,6.79,4.45,-2.26,105.06
E01001585,43.5,5.85,51.67,51.09,33.26,47270,57,17.41,5.06,390000,0.82,0.42,-13.23,-9.1,-0.75,8.44,6.87,1.03,0.08,99.55
E01001586,26.04,7.85,59.95,63.28,44.57,42690,52.2,31.3,9.1,217000,1.65,3.14,1.21,-11.45,6.24,18.65,9.57,1.62,1.67,54.04
E01001587,29.43,7.71,48.7,48.9,42.49,46470,60.6,19.75,4.62,377500,-13.2,3.63,-9.74,-4.38,9.83,7.02,7.07,3.85,1.24,93.9
E01001588,33.58,13.83,72.77,88.96,26.43,33940,30.4,36.36,7.32,250000,-4.38,9.77,5.38,1.86,1.06,14.43,8.78,-1.65,0.82,116.92
E01001589,45.21,14.06,68.06,91.71,39.2,34440,33.3,38.23,9.29,223000,1.7,7.92,-2.42,-0.75,1.92,14.04,10.98,-5.38,-0.06,98.77
E01001590,36.48,17.47,63.51,70.59,39.38,40730,43.5,24.68,7.3,333500,-0.47,7.84,2.96,-7.42,-0.34,21.33,5.64,0.34,0.72,169.9
E01001591,24.29,18.84,63.91,90.9,35.6,32290,29.2,43.98,11.38,225250,-3.43,8.7,9.42,0.01,0.24,8.76,3.41,-8.89,1.1,92.29
E01001592,23.44,10.07,56.06,63.12,29.91,42900,49.2,20.61,5.75,250000,-2.01,2.32,-0.49,-9.66,0.79,24.62,11.87,0.72,-1.32,117.04
E01001593,15,5.51,55.99,52.64,29.91,44540,53.2,17.95,4.02,350000,-2.67,1.78,-1.29,-10.12,-1.4,22.75,9.17,1.45,-0.13,91.52
E01001594,17.5,21.77,65.39,90.38,24.78,35130,33.9,53.46,9.48,180000,0.68,7.91,13.31,3.1,5.17,34.32,12.82,-20.08,-8.16,79.55
E01001595,24.42,22.53,68.71,88.88,29.59,33790,26.1,39.51,11.2,247500,-2.32,13.35,-6.45,0.71,-1.49,15.4,5.08,-7.54,-2.93,96.14
E01001596,7.17,4.31,59.69,72.71,16.7,41610,24.7,11.95,3.51,281246,-1.89,1.91,0.83,-1.56,1.98,13.87,8.3,6.38,0.19,64.71
E01001597,19.99,7.72,70.45,77.92,29.64,39000,29.3,19.12,4.97,250000,-3.49,4.48,-2.42,5.17,2.2,11.05,8.65,8.98,-0.31,114.59
E01001598,11.07,6.91,76.13,75.02,22.15,39380,30.4,15.73,5.28,287500,-1.03,3.86,7.62,1.61,4.34,9.04,11.09,1.84,2.04,83.12
E01001599,12.54,5.74,75.17,82.34,25.89,38460,21.3,23.83,6.02,276000,-2.08,3.44,1.32,5.66,2.25,14.06,7.22,5.17,-0.06,79.59
E01001600,36.2,5.55,64.67,82.11,28.62,39250,26.2,17.83,7.35,256000,-4.85,2.74,-2.71,8.8,4.56,11.65,9.13,6.69,2.37,131.42
E01001601,18.43,3.49,62.67,76.24,22.95,40700,24.7,15.37,3.46,287000,-2.82,1.6,1.23,-1.59,1.75,12.25,8.06,5.45,0.05,103.55
E01001602,26.71,5.18,81.15,89.94,28.07,34040,15.5,36.37,10.33,222500,0.43,3.78,5.46,7.47,1.24,12.72,7.52,-8.64,2.93,87.87
E01001603,26.26,4.35,62.61,85.54,16.98,32790,15.8,39.67,10.96,195000,-3.04,2.93,-0.75,11.07,-1.8,16.54,6.74,-11.87,1.96,74.89
E01001604,31.41,4.05,61.2,67.16,24.84,44990,38.4,14.14,3.94,341000,-3.09,1.69,-7.9,-8.13,-0.13,18.77,11.57,2.62,-1.01,99.13
E01001605,5.83,3.11,60.09,71.41,13.7,42910,24.7,10.55,4.4,257500,-0.45,1.21,0.13,-4.08,-0.68,14.32,9.32,1.5,0.94,62.46
E01001606,13.08,3.18,56.51,71.2,16.38,43090,31.8,10.14,3.35,250000,0.12,1.18,-5.04,-4.67,1,16.01,12.4,1.24,-1.07,80.26
E01001607,17.47,3.1,70.3,72.63,28.08,40910,29.3,15.34,6.92,292000,0.47,1.43,1.98,-2.24,1.2,12.64,8.6,1.75,1.87,110.83
E01001608,45.35,1.92,65.59,62.83,24.38,47130,43.2,13.58,4.92,418000,-3.39,0.07,3.15,-3.28,-1.53,18.37,7.13,7.43,-0.34,132.06
E01001609,33.22,4.66,60.31,75.5,35.01,40630,34.9,28.65,6.66,268000,-2.39,2.6,2.36,2.68,1.68,14.34,8.16,5.81,1.26,82.19
E01001610,22.16,4.25,65.51,74.78,24.87,40650,29.4,12.97,5.75,224750,1.27,2.17,-1.2,0.23,3.57,10.74,10.05,1.24,1.08,74.06
E01001611,31.15,3.67,70.6,78.8,35.91,39040,24.4,22.4,6.73,233500,-2.29,1.75,9.16,3.21,3.1,14.34,7.04,-2.48,0.66,82.63
E01001613,22.16,4.79,60.98,80.97,35.18,37390,29,29.13,6.59,200000,-1.34,2.48,7.93,9.36,3.81,12.73,7.1,9.35,3.22,92.31
E01001614,11.09,2.87,63.49,68.98,14.98,42710,25.8,10.16,3.93,350000,-2.49,1.09,3.99,4.37,-0.3,12.25,6.51,2.89,1.51,44.78
E01001615,23.12,8.27,56.5,79.6,43.75,38040,39,23.26,6.52,183500,-4.32,5.27,8.85,5.33,6.17,13.68,11.08,-1.28,0.48,88.81
E01001617,35.26,3.87,67.63,72.42,23.44,38500,25.5,18.22,5.93,216000,-0.41,1.62,7.83,9.57,2.26,17.43,6.29,8.43,1.61,75.08
E01001618,28.77,3.6,75.8,83.89,34.39,34400,19.3,33.3,8.21,238750,-2,2.3,1.23,7.2,1.48,5.02,6.12,9.63,3.93,62.97
E01001619,35.99,4.73,66.06,75.93,34.31,37590,29,18.18,5.93,215500,2.65,2.83,-0.43,6.77,10.41,7.94,10.18,7.01,3.48,72.31
E01001620,12.79,8.96,70.57,89.22,28.57,32600,18.1,40.18,10.67,220500,-3.03,6.87,-11.88,3.11,5.81,28.1,9.66,-0.33,2.61,91.22
E01001621,24.27,6.02,69.51,88.4,28.71,34680,26,40.79,9.3,235000,-0.12,4.28,-2.1,-0.56,7.77,26.62,8.9,4.96,0.83,161.29
E01001623,23.32,8.62,68.58,89.68,35.38,35380,26.4,32,9.63,215000,5.56,5.96,-7.99,-2.95,11.1,21.22,11.43,0.22,4.23,70.92
E01001624,18.06,3.73,75.81,83.08,36.86,35680,21.3,27.11,6.36,243250,1.36,1.97,-1.74,-3.38,2.47,24.29,8.03,-7.08,-1.74,103.24
E01001625,18.59,5.84,80.4,91.97,19.78,31480,14.5,41.81,10.62,185000,-2.73,4.17,-0.97,7.45,3.45,27.65,8.39,1.65,-0.28,89.5
E01001629,17.45,23.56,60.56,89.66,24.85,30140,26.1,50.48,11.87,175000,-2.54,15.19,-4.94,4.04,16.67,23.94,13.99,-9.17,-1.5,148.23
E01001631,7.82,28.83,51.85,87.75,25.23,29700,24.6,50.62,13.6,140000,-1.88,16.9,-2.36,0.46,13.94,13.1,5.9,-12.59,-0.08,112.93
